ID,Cur Stn,"Cur City, State",Cur Division,Cur Train,Model,Model Year,Built Date,Rebuilt Date,HP,Category,Train Service Code,Assign Date,Last Upd,Home Shop,Alt Shop,Power Usage,Home Operating Station,Status,Servicing State,Task Type,FRA Due,FRA Dead,Next LCDI Due,Axles,ADH,SM,AC,DP Code,DP Description,Energy Mgmt,Energy Mgmt Health,ECP Code,ECP Description,CS,LSL,PTC,PTC Health,Slow Speed,Remote Control,Auto Start,Loco Apu,Remote Diag,Fuel Cap,Rail View,Loco Grp,Brake Schedule,Amtrak Clearance,Cell Phn Detection,V/TI,Length,Weight
NS 3659,PC23,"Conway, PA",Pittsburgh (74),,ET44AC,2017,2017-03-02,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,IS,AF,2019-06-04,2019-06-11,2019-05-10,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3661,G127,"Sparks Scanner, GA",Georgia (04),285.23,ET44AC,2017,2017-03-02,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,AF,2019-05-30,2019-06-06,2019-05-25,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3662,10256,"Eight & 1/2 ST Roan, VA",Pocahontas (62),,ET44AC,2017,2017-03-02,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,S,IS,MR,2019-02-24,2019-03-03,2019-03-15,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3647,WX2,"Blacksville Two Min, WV",Pittsburgh (74),N06.25,ET44AC,2017,2017-03-03,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,AF,2019-06-14,2019-06-21,2019-05-25,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3660,791,"Birmingham, AL",Alabama (08),,ET44AC,2017,2017-03-03,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,OK,AF,2019-06-26,2019-07-03,2019-05-28,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3665,CD517,"Chicago 47th ST TV, IL",Dearborn (76),21E.25,ET44AC,2017,2017-03-03,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,AF,2019-05-11,2019-05-18,2019-05-23,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3666,HP108,"Rutherford, PA",Harrisburg (72),25R.25,ET44AC,2017,2017-03-03,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,AF,2019-07-03,2019-07-10,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3667,401A,"Sheffield, AL",Alabama (08),,ET44AC,2017,2017-03-03,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,RT,AF,2019-06-30,2019-07-07,2019-05-28,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3668,S141,"Asheville, NC",Piedmont (03),,ET44AC,2017,2017-03-03,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,MR,2019-04-22,2019-04-29,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3663,A826,"New Orleans, LA",Alabama (08),,ET44AC,2017,2017-03-08,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,AF,2019-06-15,2019-06-22,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3664,10129,"Crewe, VA",Pocahontas (62),V71.26,ET44AC,2017,2017-03-08,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,AF,2019-06-08,2019-06-15,2019-05-24,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3669,A163,"Elihu Scanner, KY",Lake (92),178.25,ET44AC,2017,2017-03-08,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,AF,2019-06-18,2019-06-25,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3670,EC7,"Radford, NC",Piedmont (03),,ET44AC,2017,2017-03-08,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,IB,AF,2019-06-06,2019-06-13,2019-05-25,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3673,00122,"Kingsville Scanner, OH",Pittsburgh (74),310.26,ET44AC,2017,2017-03-10,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,IB,AN,2019-05-04,2019-05-11,2019-05-21,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3674,PC23,"Conway, PA",Pittsburgh (74),63G.25,ET44AC,2017,2017-03-10,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,IB,AF,2019-06-14,2019-06-21,2019-05-15,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3672,A472,"Irondale N-S Scanne, AL",Alabama (08),,ET44AC,2017,2017-03-13,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,IS,AF,2019-06-13,2019-06-20,2019-05-10,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3675,EP70,"Enola, PA",Harrisburg (72),,ET44AC,2017,2017-03-13,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,AF,2019-06-25,2019-07-02,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3671,00434,"Argos West Scanner, IN",Lake (92),233.24,ET44AC,2017,2017-03-14,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,AF,2019-06-13,2019-06-20,2019-05-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3676,J294,"Forrester Scanner, GA",Georgia (04),357.26,ET44AC,2017,2017-03-15,,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),2017-03-16,TXIFV,CHA,MDH,RD,,A,,AF,2019-06-24,2019-07-01,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3677,148H,"Atlanta, GA",Georgia (04),,ET44AC,2017,2017-03-16,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,IS,AF,2019-06-19,2019-06-26,2019-05-24,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3678,01146,"Portland, IN",Lake (92),L50.25,ET44AC,2017,2017-03-16,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-06-19,2019-06-26,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3679,70578,"Blue Island, IL",Dearborn (76),,ET44AC,2017,2017-03-17,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-06-01,2019-06-08,2019-05-19,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3680,00280,"Fostoria, OH",Lake (92),,ET44AC,2017,2017-03-17,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-06-26,2019-07-03,2019-05-19,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8170,RV35,"Allentown West Scan, PA",Harrisburg (72),11J.26,ES44AC,2017,2017-04-20,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-04-29,2019-05-06,2019-05-22,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8171,11375,"Elmore, WV",Pocahontas (62),,ES44AC,2017,2017-04-20,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,MR,2019-05-03,2019-05-10,2019-05-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8172,22116,"Granite City, IL",Illinois (94),,ES44AC,2017,2017-04-20,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,IT,MR,2019-04-14,2019-04-21,2019-04-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8173,CD292,"Toledo Airline, OH",Dearborn (76),21V.25,ES44AC,2017,2017-04-20,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-07-15,2019-07-22,2019-05-25,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8175,70593,"Cicero, IL",Dearborn (76),,ES44AC,2017,2017-04-20,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,MR,2019-04-21,2019-04-28,2019-05-01,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8169,LE9,"Oak Island, NJ",North Jersey CSAO (82),,ES44AC,2017,2017-04-21,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,IB,MR,2019-04-20,2019-04-27,2019-05-24,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8174,RV35,"Allentown West Scan, PA",Harrisburg (72),11J.26,ES44AC,2017,2017-04-27,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-04-28,2019-05-05,2019-05-22,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8177,10254,"Roanoke, VA",Pocahontas (62),,ES44AC,2017,2017-04-28,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-07-18,2019-07-25,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8176,09711,"Kansas City, MO",Illinois (94),,ES44AC,2017,2017-05-05,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,MR,2019-05-13,2019-05-20,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8178,SR215,"Binghamton, NY",Harrisburg (72),,ES44AC,2017,2017-05-05,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,RT,AF,2019-05-02,2019-05-09,2019-05-28,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8179,10660,"Columbus, OH",Lake (92),871.23,ES44AC,2017,2017-05-08,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,MR,2019-05-18,2019-05-25,2019-05-10,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8180,EP42,"Marietta Scanner, PA",Harrisburg (72),36A.25,ES44AC,2017,2017-05-08,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,IC,MR,2019-04-29,2019-05-06,2019-05-23,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8181,HP113,"Harrisburg, PA",Harrisburg (72),65E.25,ES44AC,2017,2017-05-11,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,MR,2019-05-02,2019-05-09,2019-05-17,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8182,10677,"Lewis Center Scanne, OH",Lake (92),818.25,ES44AC,2017,2017-05-11,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-05-25,2019-06-01,2019-05-17,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8183,CD448,"Terre Coupee, IN",Dearborn (76),,ES44AC,2017,2017-05-11,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-05-05,2019-05-12,2019-04-15,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 8184,178W,"Oakland City Jct, IN",Illinois (94),70W.25,ES44AC,2017,2017-05-25,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2018-01-30,TXIFV,SCX,SCX,RD,,A,,MR,2019-05-28,2019-06-04,2019-05-01,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 0627,PT236,"Altoona, PA",Pittsburgh (74),,RP-M4C,2016,1971-01-01,2016-12-28,0,Booster IN RD Servic,HB Rdg. Stone Pwr. (2C),2017-01-24,TXIFV,ENO,ENO,YL,"Reading, PA  (FR59)",A,,AF,2019-07-09,2019-07-16,2019-05-28,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,,,,,,,QEI-CMU,0,Y,Y,CCB26,N,N,,"59'2""",278000
NS 4711,UW2,"Chicago Ashland Ave, IL",Dearborn (76),,GP33ECO,2016,1980-10-16,2016-01-17,3000,RD Unit IN RD Service,DB Chicago IL (Ashland Ave) (ah),2017-04-26,TXIFV,CHI,ELK,YL,"Chicago Ashland Ave, IL  (UW2)",A,,AF,2019-05-08,2019-05-15,2019-05-27,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,EMD-AAR,Beltpack (Canac/Cattron),Emd Auto Start/Shdwn  Decal 40160487,Sleeper Plug-IN System,QEI-CMU,3500,Y,2,CCB26,N,N,,"59'2""",270000
NS 4712,RU4,"Hegewisch, IL",Dearborn (76),,GP33ECO,2016,1980-12-21,2016-01-28,3000,RD Unit IN RD Service,DB Chicago IL (Englewood) (ay),2017-04-26,TXIFV,CHI,ELK,YL,"Chicago Englew Tv, IL  (CD515)",A,,AF,2019-05-11,2019-05-18,2019-03-22,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,EMD-AAR,Beltpack (Canac/Cattron),Emd Auto Start/Shdwn  Decal 40160487,Sleeper Plug-IN System,QEI-CMU,3500,Y,2,CCB26,N,N,,"59'2""",270000
NS 7023,240A,"Chattanooga, TN",Alabama (08),303.25,SD60E,2016,1985-10-01,2015-10-31,4000,RD Unit IN RD Service,RD Juniata (JB),2019-02-22,TXIFV,JUN,MDH,RD,,A,,AF,2019-05-22,2019-05-29,2019-05-26,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,N,N,,"71'7""",412000
NS 7021,PT236,"Altoona, PA",Pittsburgh (74),,SD60E,2016,1986-02-01,2016-01-04,4000,RD Unit IN RD Service,RD Juniata (JB),2019-02-22,TXIFV,JUN,MDH,RD,,A,IS,MR,2019-05-17,2019-05-24,2019-05-11,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,N,N,,"71'7""",412000
NS 7022,CD240,"Sandusky Scanner, OH",Dearborn (76),14N.26,SD60E,2016,1986-03-01,2016-01-05,4000,RD Unit IN RD Service,RD Juniata (JB),2019-02-22,TXIFV,JUN,MDH,RD,,A,,AF,2019-05-17,2019-05-24,2019-05-27,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,N,N,,"71'7""",412000
NS 0892,242H,"Macon, GA",Georgia (04),GM02.26,RPU6D,2016,2015-10-11,2016-12-13,0,Booster IN YD Servic,GA Macon Hump (MK),2018-06-14,TXIFV,MAC,INM,YL,"Macon, GA  (242H)",A,,MR,2019-06-05,2019-06-12,2019-05-19,6,Low,,,N,Not Equipped,,,N,Not Equipped,,,,,,Beltpack (Canac/Cattron),,,NEQ,0,N,Y,CCB26,N,N,,"65'8""",374376
NS 0646,UW2,"Chicago Ashland Ave, IL",Dearborn (76),,RP-M4C,2016,2016-02-01,,0,Booster IN RD Servic,DB Chicago IL (Englewood) (ay),2016-02-16,QEGV1,CHI,ELK,YL,"Chicago Englew Tv, IL  (CD515)",A,,AF,2019-06-09,2019-06-16,2019-04-21,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0655,1288,"East Point, GA",Georgia (04),,RP-M4C,2016,2016-02-02,,0,Booster IN RD Servic,GA East Point GA (EP),2016-02-03,QEGV1,INM,CHA,YL,"East Point, GA  (1288)",A,IT,AF,2019-04-18,2019-04-25,2019-05-09,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,QEI-CMU,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0889,323,"Linwood, NC",Piedmont (03),,RPU6D,2016,2016-03-30,2016-03-31,0,Booster IN YD Servic,PD Linwood Hump/Pb (LD),2018-06-14,TXIFV,SPE,SCX,YL,"Linwood, NC  (323)",A,,AN,2019-07-12,2019-07-19,2019-05-23,6,Low,,,N,Not Equipped,,,N,Not Equipped,,,,,,,,,NEQ,0,N,Y,CCB26,N,N,,"65'8""",374376
NS 0890,242H,"Macon, GA",Georgia (04),GM44.25,RPU6D,2016,2016-04-01,,0,Booster IN YD Servic,GA Macon Hump (MK),2018-06-14,TXIFV,MAC,INM,YL,"Macon, GA  (242H)",A,,MR,2019-04-27,2019-05-04,2019-05-22,6,Low,,,N,Not Equipped,,,N,Not Equipped,,,,,,,,,NEQ,0,N,Y,CCB26,N,N,,"65'8""",374376
NS 3601,22116,"Granite City, IL",Illinois (94),,ET44AC,2016,2016-05-25,,4400,RD Unit IN RD Service,RD Duke Power (DP),2016-09-30,TXIFV,SCX,SCX,RD,,A,,MR,2019-05-15,2019-05-22,2019-05-19,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3602,70579,"Salem, IL",Illinois (94),,ET44AC,2016,2016-05-25,,4400,RD Unit IN RD Service,RD Duke Power (DP),2016-09-30,TXIFV,SCX,SCX,RD,,A,IB,MR,2019-06-03,2019-06-10,2019-05-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
NS 3603,160,"Sweetbriar Scanner, VA",Harrisburg (72),227.25,ET44AC,2016,2016-05-25,,4400,RD Unit IN RD Service,RD Duke Power (DP),2016-09-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-05-01,2019-05-08,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,6,CCB2,N,N,,"73'2""",432000
